index,Concept,Prerequisite,label_prereq
1961,Number,Exponential growth,0
1963,Amplitude,Even and odd functions,0
1964,Determinant,Parity (mathematics),0
1966,Exponentiation,Sine,0
1967,Line (geometry),Perpendicular,0
1969,Point (geometry),Edge,0
1970,Equation,Linear equation,0
1972,Mathematics,Rational function,0
1974,Line (geometry),Solution of triangles,0
1975,Real number,Limit of a sequence,0
1977,Number,Linear equation,0
1980,Mathematics,Limit (mathematics),0
1982,Angle,Law of sines,0
1983,Equation solving,Real number,0
1985,Function (mathematics),Continuous function,0
1988,Geometry,Distance,0
1989,Subtraction,Real number,0
1991,Mathematics,Algebra,0
1992,Series (mathematics),Geometric series,0
1994,Addition,Complex number,0
1995,Number,Summation,0
1996,Exponential function,Exponential growth,0
1997,Real number,Real line,0
1999,Number,Algebraic equation,0
2000,Interval (mathematics),Inequality (mathematics),0
2001,Mathematics,Point (geometry),0
2006,Mathematics,Equation solving,0
2007,Polynomial long division,Synthetic division,0
2008,Mathematics,Polar coordinate system,0
2009,Mathematics,Binomial theorem,0
2010,Addition,Summation,0
2015,Equality,Algebra,0
2019,Vector (mathematics and physics),Scalar (mathematics),0
2020,Plane (geometry),Analytic geometry,0
2021,Mathematics,Square (algebra),0
2025,Mathematical proof,Mathematical induction,0
2028,Arithmetic,Logarithm,0
2029,Mathematics,Plane (geometry),0
2030,Vector (mathematics and physics),Norm (mathematics),0
2032,Binomial,Summation,0
2033,Real number,Imaginary number,0
2037,Mathematics,Addition,0
2039,Set (mathematics),Distributive property,0
2042,Integer,Binary logarithm,0
2045,Partial fraction decomposition,Synthetic division,0
2047,Division (mathematics),Multiplicative inverse,0
2050,Sine,Inverse trigonometric functions,0
2052,Function composition,Interval (mathematics),0
2054,Equation,Zero of a function,0
2055,Polynomial,Natural number,0
2056,Mathematics,Polynomial long division,0
2057,Multiplication,Minor (linear algebra),0
